time	V(n001)	V(n003)	I(R1)
3.680403834335347e-03	7.672686e-01	7.878329e-01	6.565274e-04
3.690169459335347e-03	6.829932e-01	7.074229e-01	5.895190e-04
3.699935084335347e-03	5.884450e-01	6.163718e-01	5.136432e-04
3.709700709335346e-03	4.850461e-01	5.160492e-01	4.300410e-04
3.719466334335346e-03	3.743515e-01	4.079641e-01	3.399701e-04
3.729231959335346e-03	2.580264e-01	2.937420e-01	2.447850e-04
3.738997584335346e-03	1.378204e-01	1.751011e-01	1.459175e-04
3.748763209335346e-03	1.554134e-02	5.382571e-02	4.485476e-05
3.758528834335345e-03	-1.069714e-01	-6.825992e-02	-5.688327e-05
3.768294459335345e-03	-2.278752e-01	-1.893196e-01	-1.577663e-04
3.778060084335345e-03	-3.453516e-01	-3.075324e-01	-2.562770e-04
3.787825709335345e-03	-4.576336e-01	-4.211203e-01	-3.509336e-04
3.797591334335344e-03	-5.630323e-01	-5.283749e-01	-4.403124e-04
3.807356959335344e-03	-6.599625e-01	-6.276828e-01	-5.230691e-04
3.817122584335344e-03	-7.469662e-01	-7.175506e-01	-5.979588e-04
3.826888209335344e-03	-8.227349e-01	-7.966264e-01	-6.638553e-04
3.836653834335344e-03	-8.861288e-01	-8.637208e-01	-7.197674e-04
3.846419459335343e-03	-9.361947e-01	-9.178247e-01	-7.648540e-04
3.856185084335343e-03	-9.721792e-01	-9.581244e-01	-7.984370e-04
3.865950709335343e-03	-9.935412e-01	-9.847076e-01	-8.205897e-04
3.873900789393964e-03	-9.999046e-01	-9.953616e-01	-8.294680e-04
3.882091421824136e-03	-9.960320e-01	-9.948733e-01	-8.290611e-04
3.891857046824136e-03	-9.776474e-01	-9.806349e-01	-8.171957e-04
3.901622671824136e-03	-9.445580e-01	-9.522546e-01	-7.935455e-04
3.911388296824136e-03	-8.972617e-01	-9.095528e-01	-7.579607e-04
3.921153921824135e-03	-8.364696e-01	-8.531713e-01	-7.109761e-04
3.930919546824135e-03	-7.630963e-01	-7.839578e-01	-6.532982e-04
3.940685171824135e-03	-6.782453e-01	-7.029535e-01	-5.857946e-04
3.950450796824135e-03	-5.831929e-01	-6.113765e-01	-5.094804e-04
3.960216421824135e-03	-4.793687e-01	-5.106045e-01	-4.255037e-04
3.969982046824134e-03	-3.683343e-01	-4.021530e-01	-3.351275e-04
3.979747671824134e-03	-2.517599e-01	-2.876532e-01	-2.397110e-04
3.989513296824134e-03	-1.313987e-01	-1.688274e-01	-1.406895e-04
3.999278921824134e-03	-9.061212e-03	-4.746275e-02	-3.955229e-05
4.009044546824134e-03	1.134126e-01	7.461526e-02	6.217939e-05
4.018810171824133e-03	2.341805e-01	1.955705e-01	1.629754e-04
4.028575796824133e-03	3.514262e-01	3.135837e-01	2.613197e-04
4.038341421824133e-03	4.633861e-01	4.268798e-01	3.557332e-04
4.048107046824133e-03	5.683762e-01	5.337547e-01	4.447956e-04
4.057872671824132e-03	6.648175e-01	6.326010e-01	5.271675e-04
4.067638296824132e-03	7.512592e-01	7.219319e-01	6.016099e-04
4.077403921824132e-03	8.264014e-01	8.004038e-01	6.670032e-04
4.087169546824132e-03	8.891136e-01	8.668364e-01	7.223637e-04
4.096935171824132e-03	9.384528e-01	9.202306e-01	7.668588e-04
4.106700796824131e-03	9.736767e-01	9.597831e-01	7.998192e-04
4.116466421824131e-03	9.942557e-01	9.854698e-01	8.212248e-04
4.124740508748371e-03	9.999947e-01	9.958525e-01	8.298770e-04
4.132403551621383e-03	9.956753e-01	9.947996e-01	8.289996e-04
4.142169176621383e-03	9.768152e-01	9.798831e-01	8.165692e-04
4.151934801621382e-03	9.432629e-01	9.510378e-01	7.925315e-04
4.161700426621382e-03	8.955231e-01	9.078884e-01	7.565736e-04
4.171466051621382e-03	8.343137e-01	8.510830e-01	7.092358e-04
4.181231676621382e-03	7.605555e-01	7.814761e-01	6.512302e-04
4.190997301621382e-03	6.753578e-01	7.001147e-01	5.834289e-04
4.200762926621381e-03	5.800021e-01	6.082224e-01	5.068519e-04
4.210528551621381e-03	4.759227e-01	5.071813e-01	4.226511e-04
4.220294176621381e-03	3.646849e-01	3.985112e-01	3.320927e-04
4.230059801621381e-03	2.479619e-01	2.838467e-01	2.365389e-04
4.239825426621381e-03	1.275094e-01	1.649123e-01	1.374269e-04
4.249591051621380e-03	5.138974e-03	4.349706e-02	3.624755e-05
4.259356676621380e-03	-1.173087e-01	-7.857293e-02	-6.547744e-05
4.269122301621380e-03	-2.379920e-01	-1.994616e-01	-1.662180e-04
4.278887926621380e-03	-3.550957e-01	-3.173506e-01	-2.644589e-04
4.288653551621380e-03	-4.668583e-01	-4.304669e-01	-3.587224e-04
4.298419176621379e-03	-5.715991e-01	-5.371090e-01	-4.475908e-04
4.308184801621379e-03	-6.677424e-01	-6.356729e-01	-5.297274e-04
4.317950426621379e-03	-7.538422e-01	-7.246763e-01	-6.038969e-04
4.327716051621379e-03	-8.286036e-01	-8.027802e-01	-6.689835e-04
4.337481676621379e-03	-8.909020e-01	-8.688100e-01	-7.240084e-04
4.347247301621378e-03	-9.398004e-01	-9.217726e-01	-7.681439e-04
4.357012926621378e-03	-9.745633e-01	-9.608713e-01	-8.007261e-04
4.366778551621378e-03	-9.946679e-01	-9.860138e-01	-8.216782e-04
4.375248725519378e-03	-9.999951e-01	-9.961001e-01	-8.300834e-04
4.382905004117812e-03	-9.950701e-01	-9.944990e-01	-8.287492e-04
4.392670629117812e-03	-9.754468e-01	-9.788159e-01	-8.156800e-04
4.402436254117812e-03	-9.411518e-01	-9.492234e-01	-7.910195e-04
4.412201879117812e-03	-8.927010e-01	-9.053546e-01	-7.544621e-04
4.421967504117811e-03	-8.308232e-01	-8.478690e-01	-7.065575e-04
4.431733129117811e-03	-7.564490e-01	-7.776310e-01	-6.480259e-04
4.441498754117811e-03	-6.706972e-01	-6.956971e-01	-5.797476e-04
4.451264379117811e-03	-5.748574e-01	-6.032996e-01	-5.027497e-04
4.461030004117811e-03	-4.703712e-01	-5.018282e-01	-4.181902e-04
4.470795629117810e-03	-3.588102e-01	-3.928092e-01	-3.273410e-04
4.480561254117810e-03	-2.418524e-01	-2.778823e-01	-2.315686e-04
4.490326879117810e-03	-1.212569e-01	-1.587762e-01	-1.323135e-04
4.500092504117810e-03	1.162441e-03	-3.728216e-02	-3.106846e-05
4.509858129117810e-03	1.235643e-01	8.477228e-02	7.064357e-05
4.519623754117809e-03	2.441076e-01	2.055514e-01	1.712928e-04
4.529389379117809e-03	3.609793e-01	3.232384e-01	2.693654e-04
4.539155004117809e-03	4.724216e-01	4.360634e-01	3.633861e-04
4.548920629117809e-03	5.767582e-01	5.423293e-01	4.519410e-04
4.558686254117809e-03	6.724198e-01	6.404376e-01	5.336981e-04
4.568451879117808e-03	7.579676e-01	7.289129e-01	6.074275e-04
4.578217504117808e-03	8.321149e-01	8.064244e-01	6.720204e-04
4.587983129117808e-03	8.937463e-01	8.718063e-01	7.265052e-04
4.597748754117808e-03	9.419351e-01	9.240750e-01	7.700626e-04
4.607514379117808e-03	9.759561e-01	9.624445e-01	8.020371e-04
4.617280004117807e-03	9.952980e-01	9.867132e-01	8.222610e-04
4.626065169247933e-03	9.999104e-01	9.960900e-01	8.300750e-04
4.634234414839937e-03	9.932746e-01	9.931059e-01	8.275883e-04
4.644000039839937e-03	9.716316e-01	9.755992e-01	8.129993e-04
4.653765664839936e-03	9.353744e-01	9.440327e-01	7.866939e-04
4.663531289839936e-03	8.850483e-01	8.982673e-01	7.485560e-04
4.673296914839936e-03	8.214103e-01	8.389907e-01	6.991590e-04
4.683062539839936e-03	7.454175e-01	7.670947e-01	6.392456e-04
4.692828164839936e-03	6.582129e-01	6.836606e-01	5.697171e-04
4.702593789839935e-03	5.611082e-01	5.899432e-01	4.916193e-04
4.712359414839935e-03	4.555639e-01	4.873523e-01	4.061269e-04
4.722125039839935e-03	3.431675e-01	3.774307e-01	3.145256e-04
4.731890664839935e-03	2.256095e-01	2.618319e-01	2.181932e-04
4.741656289839935e-03	1.046581e-01	1.422946e-01	1.185788e-04
4.751421914839934e-03	-1.786736e-02	2.061671e-02	1.718059e-05
4.761187539839934e-03	-1.401241e-01	-1.013716e-01	-8.447631e-05
4.770953164839934e-03	-2.602733e-01	-2.218354e-01	-1.848629e-04
4.780718789839934e-03	-3.765077e-01	-3.389630e-01	-2.824692e-04
4.790484414839933e-03	-4.870791e-01	-4.509926e-01	-3.758272e-04
4.800250039839933e-03	-5.903243e-01	-5.562391e-01	-4.635326e-04
4.810015664839933e-03	-6.846906e-01	-6.531196e-01	-5.442663e-04
4.819781289839933e-03	-7.687584e-01	-7.401769e-01	-6.168140e-04
4.829546914839933e-03	-8.412635e-01	-8.161014e-01	-6.800846e-04
4.839312539839932e-03	-9.011151e-01	-8.797514e-01	-7.331262e-04
4.849078164839932e-03	-9.474131e-01	-9.301694e-01	-7.751412e-04
4.858843789839932e-03	-9.794611e-01	-9.665970e-01	-8.054975e-04
4.868609414839932e-03	-9.967772e-01	-9.884865e-01	-8.237388e-04
4.878375039839932e-03	-9.991007e-01	-9.955643e-01	-8.296369e-04
4.887995004222369e-03	-9.866961e-01	-9.878412e-01	-8.232010e-04
4.897760629222369e-03	-9.593748e-01	-9.652003e-01	-8.043336e-04
4.907526254222369e-03	-9.176235e-01	-9.280980e-01	-7.734150e-04
4.917291879222368e-03	-8.620704e-01	-8.770366e-01	-7.308638e-04
4.927057504222368e-03	-7.935509e-01	-8.127839e-01	-6.773199e-04
4.936823129222368e-03	-7.130957e-01	-7.363065e-01	-6.135888e-04
4.946588754222368e-03	-6.219148e-01	-6.487547e-01	-5.406289e-04
4.956354379222368e-03	-5.213797e-01	-5.514452e-01	-4.595377e-04
4.966120004222367e-03	-4.130026e-01	-4.458418e-01	-3.715348e-04
4.975885629222367e-03	-2.984136e-01	-3.335327e-01	-2.779439e-04
4.985651254222367e-03	-1.793362e-01	-2.162072e-01	-1.801727e-04
4.995416879222367e-03	-5.756136e-02	-9.576839e-02	-7.980700e-05
5.000000000000000e-03	-4.898587e-15	-3.853508e-02	-3.211256e-05
